"Origin Movement ID","Origin Display Name","Origin Geometry","Destination Movement ID","Destination Display Name","Destination Geometry","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","223","0 Berkshire Road, Babson Park, Wellesley","[[-71.291957,42.307135],[-71.28708,42.30807],[-71.27712,42.31198],[-71.274559,42.313502],[-71.273818,42.31307],[-71.269221,42.314561],[-71.26729,42.31474],[-71.2633,42.31076],[-71.26149,42.30841],[-71.25821,42.30799],[-71.25511,42.30889],[-71.25574,42.30694],[-71.25329,42.30525],[-71.25542,42.30209],[-71.25541,42.300632],[-71.259199,42.297976],[-71.269408,42.290837],[-71.27116,42.29229],[-71.27526,42.29473],[-71.27558,42.294507],[-71.275786,42.295126],[-71.27985,42.298752],[-71.286067,42.297754],[-71.285538,42.298246],[-71.285057,42.300994],[-71.287043,42.302431],[-71.28767,42.3032],[-71.291957,42.307135]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1754,1353,2272
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","225","0 Longmeadow Drive, Westwood","[[-71.24727,42.214374],[-71.232237,42.256898],[-71.232273,42.258012],[-71.232404,42.258477],[-71.231739,42.259283],[-71.207798,42.244398],[-71.205571,42.242961],[-71.186071,42.22863],[-71.18987,42.22731],[-71.19272,42.22373],[-71.1955,42.22218],[-71.19869,42.2213],[-71.20256,42.22095],[-71.20548,42.22102],[-71.21294,42.22205],[-71.21563,42.22303],[-71.22236,42.22496],[-71.22543,42.22245],[-71.2294,42.220405],[-71.2346,42.21816],[-71.236379,42.217011],[-71.23715,42.21663],[-71.23911,42.21597],[-71.243,42.21476],[-71.24727,42.214374]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2058,1626,2604
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","226","0 Everett Avenue, Norwood","[[-71.217,42.18712],[-71.215222,42.18925],[-71.21495,42.18973],[-71.21272,42.19108],[-71.20943,42.19238],[-71.20889,42.19251],[-71.20448,42.19582],[-71.20259,42.19659],[-71.20107,42.19527],[-71.2004,42.19486],[-71.19904,42.19398],[-71.197903,42.193416],[-71.199114,42.190114],[-71.201786,42.183504],[-71.204236,42.181659],[-71.204101,42.18238],[-71.2129,42.18331],[-71.21628,42.18691],[-71.217,42.18712]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2038,1635,2539
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","227","1100 Commonwealth Avenue, Allston, Boston","[[-71.132106,42.353061],[-71.130167,42.352828],[-71.128344,42.352604],[-71.125024,42.352236],[-71.124236,42.352242],[-71.12126,42.351872],[-71.121311,42.351675],[-71.122901,42.351867],[-71.123522,42.351461],[-71.124216,42.351525],[-71.126215,42.350412],[-71.12858,42.349696],[-71.129746,42.34885],[-71.130033,42.349218],[-71.130868,42.350136],[-71.131071,42.350499],[-71.131447,42.351154],[-71.132106,42.353061]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1174,831,1657
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","228","200 Central Avenue, Milton","[[-71.09377,42.26587],[-71.093737,42.267107],[-71.090468,42.26645],[-71.089403,42.26969],[-71.085948,42.269292],[-71.083552,42.268566],[-71.075922,42.270332],[-71.073264,42.270317],[-71.07256,42.270605],[-71.068139,42.271003],[-71.06789,42.27036],[-71.06655,42.26669],[-71.063155,42.263751],[-71.0611,42.26244],[-71.05937,42.261951],[-71.061158,42.259207],[-71.06319,42.26014],[-71.07459,42.25982],[-71.078,42.2587],[-71.08121,42.25827],[-71.08161,42.25842],[-71.08297,42.25873],[-71.08434,42.25925],[-71.08698,42.25796],[-71.08747,42.25838],[-71.09086,42.25945],[-71.09348,42.25893],[-71.09348,42.2604],[-71.09347,42.26242],[-71.093499,42.263303],[-71.0938,42.26506],[-71.09377,42.26587]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1236,877,1740
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","229","100 Main Street, Quincy","[[-70.999274,42.245841],[-70.99743,42.24711],[-70.996,42.24738],[-70.993795,42.248737],[-70.99314,42.24978],[-70.9922,42.24965],[-70.98885,42.2491],[-70.98643,42.24899],[-70.98499,42.24871],[-70.982507,42.248104],[-70.983706,42.243398],[-70.98483,42.24398],[-70.98693,42.24434],[-70.99026,42.24374],[-70.992558,42.244266],[-70.99595,42.24276],[-71.00019,42.24541],[-70.999274,42.245841]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1489,1093,2028
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","230","0 Saddle Row, Plainville","[[-71.381437,42.000011],[-71.381401,42.018798],[-71.347418,42.028543],[-71.319549,42.036421],[-71.31405,42.037978],[-71.305379,42.040462],[-71.304451,42.040674],[-71.289083,42.045041],[-71.288692,42.030085],[-71.288265,42.014462],[-71.288263,42.014379],[-71.303574,42.008548],[-71.326879,41.999742],[-71.338795,41.995092],[-71.342822,41.993546],[-71.364138,41.985295],[-71.381466,41.984998],[-71.381437,42.000011]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2727,2066,3599
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","232","0 Free Street, Hingham","[[-70.91485,42.224408],[-70.914886,42.225109],[-70.912869,42.224924],[-70.912464,42.225065],[-70.910631,42.223394],[-70.907363,42.222468],[-70.898365,42.222358],[-70.894122,42.221651],[-70.891484,42.222828],[-70.890712,42.223948],[-70.890298,42.224671],[-70.886442,42.225325],[-70.88626,42.225104],[-70.886137,42.225384],[-70.885697,42.228267],[-70.882366,42.228629],[-70.876101,42.229089],[-70.876849,42.231528],[-70.876523,42.23497],[-70.872223,42.234622],[-70.873191,42.233612],[-70.871454,42.227728],[-70.873747,42.222711],[-70.869708,42.219181],[-70.871521,42.215851],[-70.871684,42.213665],[-70.869234,42.20928],[-70.870155,42.205839],[-70.869123,42.202899],[-70.872277,42.202533],[-70.877441,42.204996],[-70.883954,42.205217],[-70.892118,42.204213],[-70.899776,42.202038],[-70.901431,42.202961],[-70.906254,42.208565],[-70.91179,42.211455],[-70.911885,42.21335],[-70.913602,42.214625],[-70.916269,42.214974],[-70.91485,42.224408]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1974,1567,2485
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","237","Fall River Expressway, Brockton","[[-71.074206,42.069116],[-71.062306,42.071126],[-71.054039,42.072478],[-71.05384,42.071132],[-71.050346,42.070774],[-71.049798,42.068066],[-71.050637,42.067631],[-71.045756,42.059701],[-71.045562,42.055867],[-71.044106,42.05333],[-71.044295,42.052832],[-71.058041,42.051126],[-71.069498,42.049715],[-71.071184,42.056468],[-71.074206,42.069116]]","07/31/2016 - 08/28/2016, Every day, Daily Average",2028,1535,2679
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","241","100 Colborne Road, Brighton, Boston","[[-71.154734,42.341206],[-71.153462,42.343183],[-71.153274,42.34465],[-71.153072,42.345106],[-71.15291,42.345645],[-71.153067,42.346154],[-71.152446,42.346096],[-71.151235,42.345813],[-71.149755,42.348185],[-71.149047,42.347457],[-71.146238,42.346106],[-71.145049,42.344963],[-71.144543,42.344623],[-71.143109,42.343878],[-71.144358,42.342526],[-71.145923,42.341897],[-71.147007,42.341782],[-71.148633,42.341814],[-71.149972,42.341466],[-71.151382,42.340423],[-71.153778,42.340855],[-71.154734,42.341206]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1413,1094,1823
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","242","0 Park Street, Charlestown, Boston","[[-71.064063,42.3724],[-71.061873,42.375951],[-71.061235,42.377154],[-71.060492,42.376923],[-71.060008,42.376072],[-71.058033,42.374405],[-71.058353,42.373706],[-71.058772,42.371876],[-71.05718,42.37235],[-71.054995,42.370697],[-71.057141,42.369982],[-71.059795,42.368767],[-71.061079,42.370578],[-71.061885,42.371107],[-71.064063,42.3724]]","07/31/2016 - 08/28/2016, Every day, Daily Average",414,260,657
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","243","0 San Juan Street, South End, Boston","[[-71.076592,42.341336],[-71.075349,42.341991],[-71.074586,42.342408],[-71.073755,42.342831],[-71.073157,42.34316],[-71.071863,42.343833],[-71.071584,42.343976],[-71.070205,42.344864],[-71.069855,42.345266],[-71.06593,42.343936],[-71.068084,42.342014],[-71.068782,42.341661],[-71.069671,42.341343],[-71.070707,42.34079],[-71.072075,42.341286],[-71.071826,42.340056],[-71.072504,42.339615],[-71.074995,42.337931],[-71.075269,42.339211],[-71.077372,42.340931],[-71.076592,42.341336]]","07/31/2016 - 08/28/2016, Every day, Daily Average",716,476,1075
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","244","500 Columbus Avenue, South End, Boston","[[-71.084681,42.340293],[-71.083151,42.341622],[-71.08078,42.343744],[-71.080082,42.344219],[-71.079972,42.34415],[-71.078561,42.343211],[-71.079207,42.342697],[-71.079014,42.342551],[-71.077372,42.340931],[-71.08047,42.339292],[-71.081969,42.338416],[-71.084459,42.340067],[-71.084681,42.340293]]","07/31/2016 - 08/28/2016, Every day, Daily Average",868,609,1235
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","245","100 Saint Alphonsus Street, Mission Hill, Boston","[[-71.105605,42.332406],[-71.10491,42.33419],[-71.102427,42.335149],[-71.100306,42.335941],[-71.09979,42.335401],[-71.101321,42.33296],[-71.099319,42.332276],[-71.097185,42.331782],[-71.098738,42.329756],[-71.098941,42.329133],[-71.100861,42.330002],[-71.103081,42.330528],[-71.105169,42.331012],[-71.105605,42.332406]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1092,800,1488
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","246","300 Mount Vernon Street, Dorchester, Boston","[[-71.050604,42.320758],[-71.049051,42.323124],[-71.047754,42.322574],[-71.045414,42.323798],[-71.044716,42.323753],[-71.043161,42.323132],[-71.044185,42.322611],[-71.039467,42.320184],[-71.033252,42.316987],[-71.032777,42.313472],[-71.037293,42.310132],[-71.037755,42.309308],[-71.038383,42.309448],[-71.041422,42.311083],[-71.046455,42.312992],[-71.048297,42.315941],[-71.049794,42.318731],[-71.04985,42.318933],[-71.050925,42.320876],[-71.050604,42.320758]]","07/31/2016 - 08/28/2016, Every day, Daily Average",793,481,1307
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","247","0 Bowdoin Avenue, Dorchester, Boston","[[-71.079217,42.301191],[-71.078425,42.303227],[-71.077264,42.304745],[-71.076782,42.305189],[-71.076185,42.305046],[-71.074161,42.30491],[-71.073117,42.304672],[-71.071426,42.303407],[-71.071569,42.30243],[-71.072011,42.301464],[-71.072299,42.299937],[-71.073641,42.299371],[-71.073072,42.298586],[-71.072269,42.296675],[-71.074289,42.296556],[-71.076289,42.297313],[-71.078852,42.296708],[-71.079217,42.301191]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1398,943,2072
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","248","0 Evans Street, West Codman Hill / West Lower Mills, Dorchester Center, Boston","[[-71.083818,42.283238],[-71.082796,42.284533],[-71.082052,42.285272],[-71.080555,42.286623],[-71.079862,42.28726],[-71.079187,42.288137],[-71.078537,42.289335],[-71.077813,42.28799],[-71.077085,42.284425],[-71.076631,42.283775],[-71.076257,42.28316],[-71.076209,42.282909],[-71.076027,42.281806],[-71.075253,42.27968],[-71.07796,42.27905],[-71.078891,42.278567],[-71.080438,42.27896],[-71.081102,42.279394],[-71.082634,42.280368],[-71.082735,42.280409],[-71.085504,42.280991],[-71.083818,42.283238]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1347,912,1988
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","249","200 River Street, Mattapan, Boston","[[-71.093881,42.267634],[-71.093695,42.272877],[-71.086926,42.279344],[-71.086091,42.280216],[-71.085504,42.280991],[-71.082735,42.280409],[-71.082634,42.280368],[-71.081102,42.279394],[-71.080438,42.27896],[-71.077251,42.277217],[-71.078447,42.27574],[-71.077615,42.273782],[-71.079003,42.273409],[-71.078504,42.271708],[-71.078879,42.271632],[-71.082924,42.271334],[-71.089331,42.270172],[-71.090073,42.269948],[-71.089403,42.26969],[-71.090468,42.26645],[-71.093737,42.267107],[-71.093909,42.267112],[-71.093881,42.267634]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1522,1055,2194
"1116","Harborwalk, Waterfront, Boston","[[-71.062911,42.361229],[-71.061856,42.36243],[-71.058261,42.363697],[-71.057757,42.363616],[-71.056105,42.362402],[-71.05542,42.361957],[-71.054925,42.362046],[-71.053826,42.363303],[-71.052111,42.363676],[-71.051647,42.36311],[-71.0512,42.363712],[-71.05109,42.364175],[-71.046389,42.363935],[-71.045918,42.361164],[-71.0455,42.359825],[-71.045566,42.359733],[-71.049595,42.354497],[-71.05106,42.355131],[-71.050851,42.356671],[-71.052158,42.358666],[-71.053518,42.358356],[-71.055759,42.356913],[-71.05771,42.356777],[-71.058737,42.356988],[-71.05829,42.35741],[-71.06151,42.358336],[-71.062642,42.357977],[-71.062875,42.359483],[-71.062911,42.361229]]","250","0 Gretter Road, West Roxbury, Boston","[[-71.1503,42.295531],[-71.147497,42.296963],[-71.140135,42.302147],[-71.136917,42.301189],[-71.134866,42.301723],[-71.130904,42.301275],[-71.127925,42.300157],[-71.129622,42.298529],[-71.130068,42.298184],[-71.132978,42.296829],[-71.13601,42.294429],[-71.137305,42.293356],[-71.139746,42.291299],[-71.143052,42.288604],[-71.145124,42.288114],[-71.145495,42.288805],[-71.147059,42.29013],[-71.148085,42.290973],[-71.149376,42.293096],[-71.1503,42.295531]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1523,1176,1971
